RFC2,7.34970794474156,7.29985170894469
HSPA6,9.94141608724425,10.5802613931447
PAX8,12.112762208694,12.6672473677329
GUCA1A,7.89868043558282,8.04330947008531
THRA,9.34867556706648,10.0329528538242
PTPN21,8.77577646436442,8.89755155604627
CCL5,8.85860703110426,9.84252223931868
CYP2E1,8.00043308343065,9.28387623664441
EPHB3,11.3033507307801,11.2907337525929
ESRRA,8.50219763347894,9.85064593344533
CYP2A6,10.27834631106,11.4503785146932
GAS6,11.69482549177,11.9103657660644
MMP14,12.6123919617863,12.9903784694435
TRADD,9.18609772090682,9.98188969832248
PLD1,7.4838390917114,7.78198455279043
DTX2P1-UPK3BP1-PMS2P11,11.8648998674981,12.5921343141173
BAD,8.13264072167793,8.91328988770405
PRPF8,9.53944140183205,9.94596528343408
CAPNS1,10.7902666637114,11.5497672421144
RPL35,10.683345166645,9.50024276502528
EIF4G2,11.0685092906611,9.68519272997228
EIF3D,11.0316319761449,10.1111082024072
PARK7,12.0905754463075,11.1720922921244
SRP14,11.9443092606673,11.0857803440377
GDI2,10.4004528171573,10.9783270633438
GDI2,11.8795447877412,10.7837871263971
RPL11,11.1761105192258,10.8791725808439
ARF3,10.5314785597036,11.3870823466824
RPL24,11.831267473111,11.3064968187863
HNRNPC,9.84632658227322,9.19905766539633
SEPT2,12.095264994148,11.803712913239
RPS27A,12.3131946966891,12.1865054442693
FAU,12.2535814738895,12.0388380028601
TARDBP,11.6582559178991,10.7751689184338
CFL1,11.3864550709839,11.4959867958621
RPL18,12.5824006524746,10.9565676725591
EIF3F,11.4236934753837,10.3375821761339
RPS5,12.5121477467808,12.4781284504032
RPL27,12.8691888809473,12.3481648478741
RPL34,12.2946493347166,11.2166026656518
NARS,11.5772397675749,10.6183522705191
STARD7,11.3605176663757,11.1604789241627
RPL19,12.174738328225,11.8803349507066
SLC25A3,12.2385240276714,11.9985071474438
RPL9,13.1694708860865,12.3653556642212
RPL6,12.5601894049106,11.5631790076279
CTDNEP1,9.09267767056207,8.80238529086616
RPL10A,12.3342452210527,11.3520234400666
CBX3,11.2063425828351,10.4215009521698
PSMB2,11.6943141562025,12.2494879442074
KHDRBS1,12.8482120478001,13.1918247548491
RTCB,11.0417272793492,10.3952813474718
ERH,11.4204337397663,11.7968361121308
ABCF1,10.8603883076288,11.6203407118591
DAD1,10.1979695676472,9.85436740760298
YY1,10.7160473730219,9.77425438129923
JTB,11.1591772811142,10.7821495272539
KAT7,12.1501913997162,12.4496036181086
ZNF146,9.16299560100532,8.87273183310501
SART1,8.43768029513794,9.49577203507143
ILF2,8.80189462530015,9.38605176604054
SPAG7,10.4386878239855,10.5786215731337
ZPR1,9.82117602065347,10.0098455016059
TAF10,11.8241232416228,11.9599163920469
C1D,7.43329233709759,7.13836692478043
NONO,13.0105455096361,13.250337473841
RHOA,10.8708266991045,9.92121804754626
RNPS1,11.2143795642348,10.4871002360293
RPS24,12.7574732572709,12.1462389209484
RPL30,13.2274504191733,12.437560616062
NPM1,12.5495198642207,11.9572703177609
HSP90AB1,11.5601415199013,11.5717354810055
IK,10.4169031537789,9.43298554810235
SNX3,12.4675799632741,11.8696955409334
CANX,12.6843978844494,12.3058519330942
SART3,10.7405393420425,10.9856738890796
CNPPD1,8.42184498913731,8.63337700305932
SMNDC1,10.7499528263829,9.32413892042634
HNRNPM,10.6000053903716,9.74396427504735
HNRNPD,10.5944175131811,9.49538273808678
RPL14,11.4914019568996,10.465325436277
GUK1,7.78899903783688,8.56325430565131
KXD1,10.5855255388132,10.7758273586729
OAZ1,11.2055486347094,10.7758273586729
ATP6V0B,8.63938265341473,8.92600674292943
KARS,10.1766927698961,9.90598750079795
RPS6,12.3764237616646,10.73873726401
RPS7,10.080352758623,10.7210682392273
USP22,8.74531569557896,8.86087753955882
C11orf58,10.5334266980222,8.98070618997648
ELOB,8.72159409387254,8.85708700161213
COX4I1,12.1132862217273,11.57920456683
TMED2,10.9520856600942,9.68310819925457
FNTA,11.0042903850756,10.1494589810214
RPS25,12.1596820171191,10.8912245796967
RPL37,13.1557036310176,12.5182754162305
HINT1,9.31623114544809,9.27015899131862
EEF2,12.6201968071535,11.8898704041414
RPS10,12.8848191180309,11.771474525964
ATP6V0E1,10.3718862629783,10.0123602582208
HNRNPK,10.66524667965,9.77540118585204
ANAPC5,10.1635487392597,8.28669350871193
HNRNPU,9.93046767746659,9.13734626936964
HNRNPU,11.3633679771442,9.81946344797445
EIF3A,10.4763409132554,8.86087753955882
EIF3A,10.8236853204283,11.1587761555038
EIF3A,8.24970250513559,8.75350427854958
MSN,10.8177028301707,10.3872246981323
ACTN4,9.79205798371288,9.6394032950343
APP,11.3982624715296,9.68606047130679
PRKAR1A,10.0219423190092,7.669008328122
PRKAR1A,7.75771047499199,8.04215293393233
PRKAR1A,9.5428244244603,8.00842748765007
DSP,11.7228500206645,10.7422789382482
RAD21,9.52773991290795,12.0744638879238
RAD21,8.69854721522999,7.87040667180696
WDR1,11.0599524735665,11.7064803859199
NCL,11.5087354280568,10.3804221726843
WDR1,10.6983570143967,10.9567128593689
AP2B1,11.1986903078879,11.6302506447013
AP2M1,8.65830747821315,8.55129434822843
CLTC,11.6895173776267,11.5173070886004
AP2B1,10.0830134957526,11.6610047967628
MLEC,10.165684923594,11.002437973236
MLEC,10.136897781507,10.9258984118147
LASP1,12.115173586853,12.3316906037881
SF3B2,10.3169627483986,11.1416370122151
TMEM59,11.7953901474358,11.6318426651333
CSRP1,11.7811135931227,11.8246659520383
CAP1,10.3324860000282,10.6384031402572
